YEAR,CAUSE_NAME,region,DEATHS,AADR
2012,Cancer,Indiana,13368,184.38
2012,Cancer,Iowa,6438,168.56
2012,Cancer,Kansas,5429,168.22
2012,Cancer,Kentucky,10012,201.49
2012,Cancer,Louisiana,9308,190.69
2012,Cancer,Maine,3226,179.34
2012,Cancer,Maryland,10525,165.64
2012,Cancer,Massachusetts,12864,163.34
2012,Cancer,Michigan,20496,174.78
2012,Cancer,Minnesota,9424,155.87
2012,Cancer,Mississippi,6499,200.36
2012,Cancer,Missouri,12919,182.33
2012,Cancer,Montana,1954,155.08
2012,Cancer,Nebraska,3479,164.69
2012,Cancer,Nevada,4610,163.55
2012,Cancer,New Hampshire,2660,167.78
2012,Cancer,New Jersey,16485,160.31
2012,Cancer,New Mexico,3462,148.14
2012,Cancer,New York,35882,159.44
2012,Cancer,North Carolina,18405,170.23
2012,Cancer,North Dakota,1253,150.66
2012,Cancer,Ohio,25261,182.68
2012,Cancer,Oklahoma,8040,189.86
2012,Cancer,Oregon,7832,168.02
2012,Cancer,Pennsylvania,28909,175.51
2012,Cancer,Rhode Island,2148,163.47
2012,Cancer,South Carolina,9728,178.8
2012,Cancer,South Dakota,1630,163.02
2012,Cancer,Tennessee,13765,187.56
2012,Cancer,Texas,38142,160.27
2012,Cancer,Utah,2876,128.21
2012,Cancer,Vermont,1325,165.01
2012,Cancer,Virginia,14294,165.01
2012,Cancer,Washington,11952,161.38
2012,Cancer,West Virginia,4684,191.8
2012,Cancer,Wisconsin,11252,166.26
2012,Cancer,Wyoming,955,154.2
2013,Cancer,Alabama,10328,182.17
2013,Cancer,Alaska,1016,171.95
2013,Cancer,Arizona,11347,146.96
2013,Cancer,Arkansas,6688,190.03
2013,Cancer,California,57714,146.98
2013,Cancer,Colorado,7357,139.15
2013,Cancer,Connecticut,6619,148.39
2013,Cancer,Delaware,1905,167.63
2013,Cancer,District of Columbia,1095,178.21
2013,Cancer,Florida,42735,155.91
2013,Cancer,Georgia,16417,167.65
2013,Cancer,Hawaii,2332,135.53
2013,Cancer,Idaho,2707,156.2
2013,Cancer,Illinois,24491,171.9
2013,Cancer,Indiana,13258,179.52
2013,Cancer,Iowa,6509,168.43
2013,Cancer,Kansas,5379,163.05
2013,Cancer,Kentucky,10085,199.31
2013,Cancer,Louisiana,9419,188.51
2013,Cancer,Maine,3227,175.19
2013,Cancer,Maryland,10609,162.92
2013,Cancer,Massachusetts,12858,159.57
2013,Cancer,Michigan,20367,170.46
2013,Cancer,Minnesota,9601,155.41
2013,Cancer,Mississippi,6527,196.95
2013,Cancer,Missouri,12955,179.4
2013,Cancer,Montana,1997,154.14
2013,Cancer,Nebraska,3459,161.33
2013,Cancer,Nevada,4817,164.75
2013,Cancer,New Hampshire,2584,157.95
2013,Cancer,New Jersey,16315,156.24
2013,Cancer,New Mexico,3482,145.37
2013,Cancer,New York,35738,155.85
2013,Cancer,North Carolina,18589,167.63
2013,Cancer,North Dakota,1286,151.77
2013,Cancer,Ohio,24986,177.63
2013,Cancer,Oklahoma,8039,185.67
2013,Cancer,Oregon,7799,163.36
2013,Cancer,Pennsylvania,28512,170.63
2013,Cancer,Rhode Island,2326,174.64
2013,Cancer,South Carolina,9745,173.99
2013,Cancer,South Dakota,1577,154.5
2013,Cancer,Tennessee,13953,185.45
2013,Cancer,Texas,38412,156.91
2013,Cancer,Utah,2971,127.58
2013,Cancer,Vermont,1318,163.39
2013,Cancer,Virginia,14414,162.01
2013,Cancer,Washington,11928,156.1
2013,Cancer,West Virginia,4718,190.82
2013,Cancer,Wisconsin,11425,165.15
2013,Cancer,Wyoming,946,148.16
